Transaction_ID,cust_ID,Product_ID,Quantity,Order_Date,Delivery_Days,Warehouse_Route_ID
T00961,C0042,P0211,2,2024-01-29,5,WH-B6
T00962,C0315,P0727,4,2024-01-27,6,WH-E9
T00963,C0788,P0923,2,2024-01-29,6,WH-A6
T00964,C0329,P0552,3,2024-01-04,1,WH-B8
T00965,C0017,P0992,2,2024-01-10,5,WH-A5
T00966,C0283,P0026,2,2024-01-25,2,WH-D4
T00967,C0943,P0027,5,2024-01-31,6,WH-B2
T00968,C0258,P0702,3,2024-01-03,2,WH-A5
T00969,C0575,P0083,1,2024-01-15,4,WH-D7
T00970,C0574,P0896,2,2024-01-02,7,WH-B3
T00971,C0612,P0946,1,2024-01-25,5,WH-C6
T00972,C0019,P0682,3,2024-01-25,7,WH-B3
T00973,C0529,P0413,2,2024-01-17,3,WH-D9
T00974,C0837,P0167,5,2024-01-06,4,WH-D8
T00975,C0423,P0700,4,2024-01-26,5,WH-C8
T00976,C0466,P0169,5,2024-01-08,1,WH-A2
T00977,C0373,P0801,5,2024-01-03,7,WH-D9
T00978,C0758,P0979,4,2024-01-27,1,WH-D4
T00979,C0763,P0229,4,2024-01-25,2,WH-B6
T00980,C0967,P0979,4,2024-01-18,6,WH-A1
T00981,C0081,P0609,2,2024-01-22,7,WH-C8
T00982,C0551,P0367,1,2024-01-01,3,WH-E8
T00983,C0548,P0528,1,2024-01-29,1,WH-C9
T00984,C0424,P0791,4,2024-01-16,5,WH-A2
T00985,C0429,P0647,5,2024-01-07,7,WH-D3
T00986,C0388,P0538,3,2024-01-03,7,WH-C6
T00987,C0998,P0864,4,2024-01-23,6,WH-D6
T00988,C0921,P0524,5,2024-01-04,6,WH-A7
T00989,C0709,P0072,5,2024-01-09,5,WH-A9
T00990,C0670,P0645,2,2024-01-05,6,WH-B6
T00991,C0204,P0106,2,2024-01-19,1,WH-E5
T00992,C0196,P0732,1,2024-01-15,5,WH-A7
T00993,C0728,P0885,1,2024-01-08,5,WH-E8
T00994,C0285,P0965,3,2024-01-06,2,WH-E5
T00995,C0969,P0689,3,2024-01-18,3,WH-E2
T00996,C0196,P0282,3,2024-01-19,7,WH-B2
T00997,C0307,P0133,3,2024-01-24,2,WH-D6
T00998,C0664,P0534,5,2024-01-15,3,WH-C9
T00999,C0014,P0975,5,2024-01-26,5,WH-C3
T01000,C0837,P0269,1,2024-01-07,7,WH-B9
